manjaro-icons 20191015-1
manjaro-kde-settings 20220130-1
manjaro-keyring 20220514-2
manjaro-printer 20220314-1
manjaro-pulse 20220217-2
manjaro-release 21.3.6-1
manjaro-settings-manager 0.5.7-5
manjaro-settings-manager-kcm 0.5.7-5
manjaro-settings-manager-knotifier 0.5.7-5
manjaro-system 20220727-1
manjaro-tools-base-git r2996.d3ab091-1
manjaro-wallpapers-18.0 1.4-3
manjaro-zsh-config 0.22-2
mbedtls 2.28.0-1
md4c 0.4.8-1
mdadm 4.2-2
media-player-info 24-2
memtest86+ 5.31b-1
mesa 22.1.4-1
mesa-demos 8.5.0-2
mesa-utils 8.5.0-2
mesa-vdpau 22.1.4-1
metis 5.1.0.p10-2
mhwd 0.6.5-2
mhwd-amdgpu 19.1.0-1
mhwd-ati 19.1.0-1
mhwd-db 0.6.5-21
mhwd-nvidia 515.57-1
mhwd-nvidia-390xx 390.151-2
mhwd-nvidia-470xx 470.129.06-1
milou 5.25.3-1
minizip 1:1.2.12-2
mjpegtools 2.2.1-1
mkinitcpio 31-2.0
mkinitcpio-busybox 1.35.0-1
mkinitcpio-openswap 0.1.0-3
mlt 7.8.0-1
mlt6 6.26.1-10
mobile-broadband-provider-info 20220725-1
moc 1:2.5.2-6
modemmanager 1.18.10-2
modemmanager-qt 5.96.0-1
mpd 0.23.8-1
mpfr 4.1.0.p13-2
mpg123 1.30.1-1
mps-youtube 0.2.8-5
mpv 1:0.34.1-5
msgpack-c 4.0.0-1
mtdev 1.1.6-2
mtools 1:4.0.40-1
mtpfs 1.1-4
mujs 1.2.0-2
mypaint-brushes1 1.3.1-1
mypy 0.961-1
nano 6.3-1
nautilus 42.2-1
ncurses 6.3-3
ndctl 73-1
nemo 5.4.2-1
neofetch 7.1.0-2
neon 0.32.2-1
nerd-fonts-noto-sans-mono 2.1.0-1
net-snmp 5.9.1-4
net-tools 2.10-1
netpbm 10.73.37-1
nettle 3.8-1
networkmanager 1.38.2-2
networkmanager-openconnect 1.2.8-2
networkmanager-openvpn 1.8.18-2
networkmanager-pptp 1.2.10-2
networkmanager-qt 5.96.0-1
networkmanager-vpnc 1.2.8-2
nfs-utils 2.6.1-1
nfsidmap 2.6.1-1
nitrogen 1.6.1-4
node-gyp 9.1.0-1
nodejs-lts-gallium 16.16.0-1
nodejs-nopt 5.0.0-2
noto-fonts 20220607-1
noto-fonts-cjk 20220126-1
noto-fonts-compat 20151217-1
noto-fonts-emoji 20211101-1
npm 8.15.1-1
npth 1.6-3
nspr 4.34-1
nss 3.81-1
nss-mdns 0.15.1-1
ntfs-3g 2022.5.17-1
ntp 4.2.8.p15-1
numlockx 1.2-5
nushell 0.66.2-1
oath-toolkit 2.6.7-1
obs-studio 27.2.4-2
okular 22.04.3-1
oniguruma 6.9.8-1
onlyoffice-desktopeditors 7.1.1-1
openal 1.22.2-1
opencolorio 2.1.2-1
openconnect 1:9.01-2
opencore-amr 0.1.5-5
openexr 3.1.5-1
openjpeg2 2.5.0-1
openmpi 4.1.4-1
openpmix 4.1.2-1
openresolv 3.12.0-1
openssh 9.0p1-1
openssl 1.1.1.q-1
openvpn 2.5.7-1
opus 1.3.1-3
orc 0.4.32-1
os-prober 1.81-1
osinfo-db 20220727-1
ostree 2022.5-1
oxygen 5.25.3-1
oxygen-icons 1:5.96.0-1
oxygen-sounds 5.25.3-1
p11-kit 0.24.1-1
p7zip 1:17.04-3
pacman 6.0.1-12
pacman-mirrors 4.23.2-2
pahole 1.23-1
pam 1.5.2-1
pamac-cli 10.4.1-1
pamac-gtk 10.4.1-1
pamac-tray-icon-plasma 0.1.2-4
pambase 20211210-1
pango 1:1.50.8-1
pangomm 2.46.2-1
parted 3.5-1
partitionmanager 22.04.3-1
patch 2.7.6-8
pavucontrol 1:5.0+r35+g964f298-1
pciutils 3.8.0-2
pcre 8.45-1
pcre2 10.40-1
pcsclite 1.9.8-1
perl 5.36.0-1
perl-alien-build 2.50-1
perl-alien-libxml2 0.17-3
perl-capture-tiny 0.48-6
perl-clone 0.45-4
perl-dbi 1.643-4
perl-encode-locale 1.05-9
perl-error 0.17029-4
perl-ffi-checklib 0.28-3
perl-file-basedir 0.09-2
perl-file-chdir 0.1011-4
perl-file-desktopentry 0.22-9
perl-file-listing 6.15-2
perl-file-mimeinfo 0.33-1
perl-file-which 1.27-2
perl-html-parser 3.78-2
perl-html-tagset 3.20-12
perl-http-cookies 6.10-3
perl-http-daemon 6.14-2
perl-http-date 6.05-5
perl-http-message 6.37-1
perl-http-negotiate 6.01-10
perl-io-html 1.004-3
perl-ipc-system-simple 1.30-4
perl-libwww 6.60-2
perl-lwp-mediatypes 6.04-2
perl-mailtools 2.21-6
perl-net-http 6.22-2
perl-parse-yapp 1.21-5
perl-path-tiny 0.122-2
perl-timedate 2.33-4
perl-try-tiny 0.31-2
perl-uri 5.12-1
perl-www-robotrules 6.02-10
perl-xml-libxml 2.0207-3
perl-xml-namespacesupport 1.12-4
perl-xml-parser 2.46-4
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-4
perl-xml-sax-expat 0.51-7
perl-xml-simple 2.25-7
perl-xml-writer 0.900-1
phonon-qt5 4.11.1-3
phonon-qt5-gstreamer 4.10.0-3
php 8.1.8-1
php-sqlite 8.1.8-1
pinentry 1.2.0-1
pipewire 1:0.3.56-1
pipewire-media-session 1:0.4.1-2
pixman 0.40.0-2
pkcs11-helper 1.29.0-1
pkgconf 1.8.0-1
pkgfile 21-2
plasma-desktop 5.25.3-1
plasma-framework 5.96.0-1
plasma-integration 5.25.3-1
plasma-nm 5.25.3-1
plasma-pa 5.25.3-1
plasma-simplemenu 1.0.12-1
plasma-workspace 5.25.3.1-2
plasma-workspace-wallpapers 5.25.3-1
plasma5-themes-breath 21.3.0-4
plasma5-themes-breath-migration 21.3.0-4
polkit 121-1
polkit-kde-agent 5.25.3-1
polkit-qt5 0.114.0-1
polybar 3.6.3-2
poppler 22.07.0-1
poppler-data 0.4.11-1
poppler-glib 22.07.0-1
poppler-qt5 22.07.0-1
popt 1.18-3
portaudio 1:19.7.0-1
portmidi 236-1
portsmf 234-2
postgresql 14.3-3
postgresql-libs 14.3-3
powerdevil 5.25.3-1
powertop 2.14-1
ppp 2.4.9-1
pptpclient 1.10.0-2
print-manager 22.04.3-1
prison 5.96.0-2
procps-ng 3.3.17-1
protobuf 21.4-1
protobuf-c 1.4.1-1
psmisc 23.5-1
pulseaudio 16.1-1
pulseaudio-alsa 1:1.2.7.1-1
pulseaudio-bluetooth 16.1-1
pulseaudio-ctl 1.70-1
pulseaudio-equalizer 16.1-1
pulseaudio-jack 16.1-1
pulseaudio-lirc 16.1-1
pulseaudio-qt 1.3-1
pulseaudio-rtp 16.1-1
pulseaudio-zeroconf 16.1-1
purpose 5.96.0-1
pv 1.6.20-2
pyside6 6.3.1-3
pystring 1.1.3.git1-1
python 3.10.5-1
python-apipkg 2.1.1-1
python-appdirs 1.4.4-6
python-asn1crypto 1.5.1-1
python-attrs 21.4.0-1
python-babel 2.10.3-1
python-black 22.6.0-1
python-build 0.8.0-1
python-cachecontrol 1:0.12.6-4
python-cairo 1.21.0-1
python-cairocffi 1.3.0-1
python-certifi 2022.06.15-1
python-cffi 1.15.1-1
python-chardet 4.0.0-5
python-click 8.1.3-1
python-colorama 0.4.5-1
python-commonmark 0.9.1-5
python-contextlib2 21.6.0-1
python-coverage 6.1.1-3
python-cryptography 37.0.4-1
python-dateutil 2.8.2-4
python-distlib 0.3.5-1
python-distro 1.7.0-1
python-distutils-extra 2.39-10
python-dnspython 1:2.2.1-1
python-docopt 0.6.2-11
python-docutils 1:0.19-1
python-entrypoints 0.4-2
python-evdev 1.6.0-1
python-filelock 3.6.0-1
python-future 0.18.2-7
python-gobject 3.42.2-1
python-html5lib 1.1-11
python-i3ipc 2.2.1-3
python-idna 3.3-4
python-imagesize 1.4.1-1
python-importlib-metadata 4.8.1-3
python-iniconfig 1.1.1-5
python-installer 0.5.1-1
python-jaraco.context 4.1.1-2
python-jaraco.functools 3.5.1-1
python-jaraco.text 3.8.1-1
python-jinja 1:3.1.2-2
python-keyutils 0.6-8
python-manjaro-sdk 0.8-2
python-markdown 3.4.1-1
python-markupsafe 2.1.1-1
python-mccabe 0.7.0-1
python-more-itertools 8.13.0-2
python-msgpack 1.0.3-1
python-mypy_extensions 0.4.3-5
python-nautilus 1.2.3-7
python-npyscreen 4.10.5-7
python-nspektr 0.4.0-1
python-ordered-set 4.0.2-6
python-packaging 21.3-1
python-pafy 0.5.5-5
python-path 16.4.0-1
python-pathspec 0.9.0-3
python-pep517 0.12.0-4
python-pillow 9.2.0-1
python-pip 22.2-1
python-platformdirs 2.5.1-1
python-pluggy 1.0.0-1
python-ply 3.11-10
python-prctl 1.8.1-3
python-progress 1.6-5
python-psutil 5.9.1-1
python-py 1.11.0-1
python-pycodestyle 2.8.0-5
python-pycparser 2.21-3
python-pycups 2.0.1-5
python-pycurl 7.45.1-1
python-pydbus 0.6.0-9
python-pyflakes 2.4.0-3
python-pygments 2.12.0-1
python-pyopenssl 22.0.0-1
python-pyparsing 3.0.9-1
python-pyqt5 5.15.7-1
python-pyqt5-sip 12.11.0-1
python-pysmbc 1.0.23-3
python-pytest 7.1.2-1
python-pytest-black 0.3.12-6
python-pytest-checkdocs 2.7.1-3
python-pytest-cov 2.12.1-6
python-pytest-enabler 1.2.1-2
python-pytest-flake8 1.0.7-3
python-pytest-mypy 0.9.1-1
python-pytz 2022.1-1
python-pywal 3.3.0-5
python-pyxdg 0.28-1
python-qtpy 2.1.0-1
python-reportlab 3.6.10-1
python-requests 2.27.1-1
python-resolvelib 0.8.1-1
python-retrying 1.3.3-13
python-rich 12.5.1-1
python-setuptools 1:61.3.1-1
python-setuptools-scm 7.0.4-1
python-shtab 1.5.5-1
python-six 1.16.0-5
python-snowballstemmer 2.2.0-3
python-sphinx 5.1.1-1
python-sphinx-alabaster-theme 0.7.12-9
python-sphinxcontrib-applehelp 1.0.2-8
python-sphinxcontrib-devhelp 1.0.2-8
python-sphinxcontrib-htmlhelp 2.0.0-3
python-sphinxcontrib-jsmath 1.0.1-11
python-sphinxcontrib-qthelp 1.0.3-8
python-sphinxcontrib-serializinghtml 1.1.5-3
python-systemd 234-11
python-tenacity 8.0.1-3
python-termcolor 1.1.0-12
python-toml 0.10.2-7
python-tomli 2.0.1-1
python-trove-classifiers 2022.7.22-1
python-typed-ast 1.5.4-1
python-typing_extensions 4.2.0-1
python-urllib3 1.26.9-1
python-validate-pyproject 0.9-1
python-webencodings 0.5.1-9
python-wheel 0.37.1-1
python-wxpython 1:4.1.1-3
python-xcffib 0.11.1-4
python-xlib 0.31-3
python-yaml 6.0-1
python-zipp 3.8.1-1
python2 2.7.18-5
qalculate-gtk 4.2.0-1
qbittorrent 4.4.3.1-3
qca-qt5 2.3.4-3
qgit 2.10-2
qgpgme 1.17.1-1
qpdf 10.6.3-1
qqc2-desktop-style 5.96.0-1
qrencode 4.1.1-1
qt5-base 5.15.5+kde+r174-1
qt5-charts 5.15.5+kde+r1-1
qt5-declarative 5.15.5+kde+r19-1
qt5-graphicaleffects 5.15.5+kde+r0-1
qt5-imageformats 5.15.5+kde+r4-1
qt5-location 5.15.5+kde+r3-1
qt5-multimedia 5.15.5+kde+r1-1
qt5-networkauth 5.15.5+kde+r0-1
qt5-quickcontrols 5.15.5+kde+r0-1
qt5-quickcontrols2 5.15.5+kde+r5-1
qt5-script 5.15.10-2
qt5-sensors 5.15.5+kde+r0-1
qt5-speech 5.15.5+kde+r1-1
qt5-svg 5.15.5+kde+r11-1
qt5-tools 5.15.5+kde+r1-3
qt5-translations 5.15.5+kde+r2-1
qt5-virtualkeyboard 5.15.5+kde+r3-1
qt5-wayland 5.15.5+kde+r38-3
qt5-webchannel 5.15.5+kde+r3-1
qt5-webengine 5.15.10-2
qt5-webkit 5.212.0alpha4-15
qt5-x11extras 5.15.5+kde+r0-1
qt5ct 1.5-2
qt6-5compat 6.3.1-1
qt6-base 6.3.1-1
qt6-declarative 6.3.1-1
qt6-imageformats 6.3.1-1
qt6-svg 6.3.1-1
qt6-translations 6.3.1-1
qt6-wayland 6.3.1-1
qtile 0.21.0-1
quazip-qt5 1.3-1
ranger 1.9.3+428+g0b77fb8a-2
raptor 2.0.15-19
rav1e 0.4.1-2
re2 1:20220601-1
readline 8.1.002-1
redshift 1.12-5
reiserfsprogs 3.6.27-3
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.2-1
ripgrep 13.0.0-2
rnnoise 0.4.1-1
rofi 1.7.3-1
rpcbind 1.2.6-2
rsync 3.2.4-1
rtaudio 5.2.0-1
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
rubberband 3.0.0-2
ruby 3.0.4-2
ruby-bundledgems 3.0.4-2
ruby-bundler 2.3.18-1
ruby-irb 1.4.1-1
ruby-json 2.6.2-1
ruby-minitest 5.15.0-1
ruby-power_assert 2.0.1-1
ruby-psych 4.0.4-2
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-2
ruby-reline 0.3.1-1
ruby-rexml 3.2.5-1
ruby-stdlib 3.0.4-2
ruby-stringio 3.0.2-1
ruby-test-unit 3.5.3-1
rubygems 3.3.15-1
run-parts 5.5-1
runc 1.1.3-1
rust 1:1.62.1-1
s-nail 14.9.24-1
samba 4.16.4-1
sane 1.1.1-1
sbc 2.0-1
screenfetch 3.9.1-1
sddm 0.19.0-8
sddm-breath-theme 21.3.0-4
sddm-kcm 5.25.3-1
sdl12-compat 1.2.52-2
sdl2 2.0.22-2
sdl_image 1.2.12-7
sed 4.8-1
semver 7.3.7-1
serd 0.30.14-1
shaderc 2022.1-4
shadow 4.11.1-1
shared-mime-info 2.0+144+g13695c7-1
shiboken6 6.3.1-3
signon-kwallet-extension 22.04.3-1
signon-plugin-oauth2 0.25-1
signon-ui 0.17+20171022-3
signond 8.61-1
simplescreenrecorder 0.4.4-1
skanlite 22.04.3-1
slang 2.3.2-2
smartmontools 7.3-1
smbclient 4.16.4-1
snapd 2.56.3-1
snapd-glib 1.60-1
snappy 1.1.9-2
sndio 1.9.0-1
socat 1.7.4.3-1
sof-firmware 2.2-1
solid 5.96.0-1
sonnet 5.96.0-1
sord 0.16.12-3
sound-theme-freedesktop 0.8-5
soundtouch 2.3.1-2
spandsp 0.0.6-3
spectacle 22.04.3-1
spectre-meltdown-checker 0.45-1
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.1-1
splix 2.0.0-16
sqlite 3.39.1-1
squashfs-tools 4.5.1-1
squashfuse 0.1.105-1
sratom 0.6.12-1
srt 1.5.0-1
sshfs 3.7.3-1
startup-notification 0.12-7
steam-manjaro 1.0.0.75-1
stoken 0.92-4
stow 2.3.1-3
sudo 1.9.11.p3-1
suil 0.10.12-2
suitesparse 5.12.0-1
svt-av1 1.1.0-1
svt-hevc 1.5.1-2
syndication 5.96.0-1
syntax-highlighting 5.96.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
system-config-printer 1.5.16-1.2
systemd 251.3-1
systemd-fsck-silent 239-1
systemd-kcm 1.2.1-5
systemd-libs 251.3-1
systemd-sysvcompat 251.3-1
systemsettings 5.25.3-1
taglib 1.12-1
talloc 2.3.4-1
tar 1.34-1
tbb 2021.5.0-2
tcl 8.6.12-3
tdb 1.4.7-1
telegram-desktop 4.0.2-4
terminus-font 4.49.1-2
tevent 1:0.12.1-1
texinfo 6.8-2
the_silver_searcher 2.2.0-2
thin-provisioning-tools 0.9.0-1
threadweaver 5.96.0-1
thunderbird 91.11.0-1
tidy 5.8.0-2
timeshift 22.06.5-1
tinyxml 2.6.2-9
tldr 3.1.0-2
tlp 1.5.0-4
tor 0.4.7.8-1
totem-pl-parser 3.26.6-1
tpm2-tss 3.2.0-1
tracker3 3.3.2-1
tracker3-miners 3.3.1-1
transcode 1.1.7-40
tree 2.0.2-1
tree-sitter 0.20.6-1
tslib 1.22-1
ttf-carlito 20130920-6
ttf-dejavu 2.37+18+g9b5d1b2f-3
ttf-droid 20121017-10
ttf-fira-code 6.2-2
ttf-hack 3.003-3
ttf-inconsolata 1:3.000-3
ttf-indic-otf 0.2-11
ttf-liberation 2.1.5-1
ttf-nerd-fonts-symbols 2.1.0+36+gd0bf73a1-6
ttf-opensans 1.101-2
twolame 0.4.0-2
tzdata 2022a-1
uchardet 0.0.7-1
ucl 1.03-9
udiskie 2.4.2-1
udisks2 2.9.4-1
uget 2.2.3-5
unarchiver 1.10.7-6
unibilium 2.1.1-1
unrar 1:6.1.7-1
unzip 6.0-18
upower 0.99.20-1
upx 3.96-3
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-1
usbutils 014-2
util-linux 2.38-1
util-linux-libs 2.38-1
v4l-utils 1.22.1-1
v4l2loopback-dkms 0.12.5-2
v86d 0.1.10-6
vamp-plugin-sdk 2.10.0-1
vcdimager 2.0.1-4
vi 1:070224-5
vid.stab 1.1-3
vim 9.0.0000-1
vim-runtime 9.0.0000-1
vlc 3.0.17.4-7
vmaf 2.3.1-1
volume_key 0.3.12-7
vpnc 1:0.5.3.r506.r204-1
vte-common 0.68.0-2
vte3 0.68.0-2
vulkan-headers 1:1.3.221-1
vulkan-icd-loader 1.3.221-1
vulkan-intel 22.1.4-1
vulkan-radeon 22.1.4-1
vulkan-tools 1.3.217-1
wallpapers-2018 1.2-1
wallpapers-juhraya 1.1-2
wavpack 5.4.0-1
wayland 1.21.0-1
wayland-protocols 1.25-1
wayland-utils 1.0.0-2
web-installer-url-handler 2.3-1
webkit2gtk 2.36.5-1
webkit2gtk-4.1 2.36.5-1
webrtc-audio-processing 0.3.1-3
wget 1.21.3-1
which 2.21-5
wildmidi 0.4.4-1
wimlib 1.13.5-1
wine 7.14-1
wine-gecko 2.47.3-1
wine-mono 7.3.0-1
winetricks 20220411-1
wireless-regdb 2022.06.06-1
woff2 1.0.2-4
wpa_supplicant 2:2.10-4
wpebackend-fdo 1.12.0-2
wxwidgets-common 3.2.0-4
wxwidgets-gtk3 3.2.0-4
x264 3:0.164.r3081.19856cc-2
x265 3.5-3
xapian-core 1:1.4.19-2
xapp 2.2.14-1
xcb-proto 1.15.2-1
xcb-util 0.4.0-4
xcb-util-cursor 0.1.3-4
xcb-util-image 0.4.0-4
xcb-util-keysyms 0.4.0-4
xcb-util-renderutil 0.3.9-4
xcb-util-wm 0.4.1-4
xcb-util-xrm 1.3-2
xclip 0.13-3
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.14.5-1
xdg-desktop-portal-kde 5.25.3-1
xdg-user-dirs 0.17-3
xdg-utils 1.1.3+21+g1a58bc2-1
xf86-input-elographics 1.4.2-3
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.2.1-1
xf86-input-void 1.4.1-6
xf86-video-amdgpu 22.0.0-1
xf86-video-ati 1:19.1.0.r9.g5eba006e-2
xf86-video-intel 1:2.99.917+916+g31486f40-2
xf86-video-nouveau 1.0.17-2
xfsprogs 5.18.0-1
xkeyboard-config 2.36-2.1
xmlsec 1.2.34-1
xorg-fonts-encodings 1.0.6-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.4-1
xorg-server-common 21.1.4-1
xorg-server-xephyr 21.1.4-1
xorg-setxkbmap 1.3.3-1
xorg-twm 1.0.12-1
xorg-xauth 1.1.2-1
xorg-xdpyinfo 1.3.3-4
xorg-xfd 1.1.3-3
xorg-xhost 1.0.8-3
xorg-xinit 1.4.1-3
xorg-xkbcomp 1.4.5-1
xorg-xkill 1.0.5-3
xorg-xmessage 1.0.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.5-1
xorg-xrandr 1.5.1-2
xorg-xrdb 1.2.1-1
xorg-xset 1.2.4-3
xorg-xsetroot 1.1.2-3
xorg-xwininfo 1.1.5-3
xorgproto 2022.1-1
xsel 1.2.0.20200527-1
xvidcore 1.3.7-2
xxhash 0.8.1-2
xz 5.2.5-3
yajl 2.1.0-5
yakuake 22.04.3-1
yaml-cpp 0.7.0-2
yarn 1.22.19-1
yay 11.2.0-1
youtube-dl 2021.12.17-1
zbar 0.23.1-9
zenity 3.43.0-1
zensu 0.3-6
zeromq 4.3.4-2
zimg 3.0.4-1
zita-alsa-pcmi 0.5.1-1
zita-resampler 1.8.0-1
zlib 1:1.2.12-2
zsh 5.9-1
zsh-autosuggestions 0.7.0-1
zsh-completions 0.34.0-1
zsh-history-substring-search 1.0.2-1
zsh-syntax-highlighting 0.7.1-1
zsh-theme-powerlevel10k 1.16.1-1
zstd 1.5.2-7
zvbi 0.2.35-4
zxing-cpp 1.4.0-1
zziplib 0.13.72-1
